case id,prom1_unstranded,prom1_stranded_first,prom1_stranded_second,prom1_tpm_unstrande,prom1_fpkm_unstranded,prom1_fpkm_uq_unstranded,prom2_unstranded,prom2_stranded_first,prom2_stranded_second,prom2_tpm_unstrande,prom2_fpkm_unstranded,prom2_fpkm_uq_unstranded
56a30462-2819-4c18-95be-8e73880a4921,14,7,7,0.0644,0.0254,0.0336,2133,1080,1055,12.0588,4.7592,6.2971
cbc7f427-5f7b-4267-ad56-055d8880a4cc,132,62,70,1.164,0.5252,0.6298,801,423,378,8.6815,3.9169,4.6974
7d1e9451-7a6a-4086-af7f-3ed57505daf0,545,269,276,2.3995,0.7926,0.8737,1773,894,881,9.5947,3.1691,3.4937
d1e974e7-dd68-40cc-ad06-2b57d964e5a1,94,52,42,0.3694,0.1236,0.152,4580,2264,2318,22.1202,7.4019,9.1031
d0673efd-3315-4dd5-8ab6-912bfa07dceb,191,104,87,1.2387,0.4961,0.661,3641,1832,1810,29.0232,11.624,15.4863
d7b3156d-672a-4a55-868d-9ca6a09fcb0f,348,183,165,2.4312,0.6682,0.6486,3665,1842,1824,31.4706,8.6501,8.3961
b8c3d99c-429b-42a3-b486-6fbcb90cc2e0,114,61,53,0.3432,0.1393,0.1876,14662,7329,7339,54.2478,22.0161,29.659
460616ec-f66f-483b-88c1-757edd86261d,891,481,410,4.3589,1.5806,1.7966,6595,3247,3350,39.6557,14.38,16.3447
b46263ab-c3ca-4fda-a895-74c7e6e6fe22,691,344,347,7.2027,2.5023,2.8616,4407,2191,2217,56.4616,19.6152,22.4314
4ea50685-3b63-440a-b037-597ef2529e7d,20,12,9,0.1396,0.0473,0.0517,6208,3067,3146,53.2595,18.0374,19.7331
f5033d52-ec36-4e67-88d8-b6d898b81b2f,6007,3077,2931,33.3179,10.6695,10.6915,7882,3929,3956,53.7337,17.2073,17.2427
0f530b3e-5b6d-4892-9ebd-9138d76fdca7,3190,1646,1546,15.9231,5.3242,5.815,10404,5187,5219,63.8306,21.3428,23.3103
242da7d0-8c6a-4395-9a0d-aa36e7c25ce6,3162,1558,1605,15.3084,5.2187,5.6831,639,294,345,3.8024,1.2963,1.4116
05263959-c4f5-4540-b6d2-d8c8a128861f,326,180,146,2.0236,0.7098,0.7054,15796,7891,7906,120.5163,42.2724,42.0087
6ea9877f-eb8d-4ee9-af4c-32a78474d9a6,2703,1403,1301,11.6978,3.7866,3.781,1648,792,857,8.7661,2.8376,2.8334
635f5335-b008-428e-b005-615776a6643f,2825,1405,1420,14.1868,5.0008,5.0826,1791,919,872,11.0548,3.8968,3.9605
8652ddee-98f4-4584-b450-e6f2f5c9d7ec,439,230,209,2.5959,1.0176,1.1209,2261,1082,1180,16.4329,6.4416,7.0958
33dc48d8-2e01-482b-944c-ac10da727ec9,1073,505,568,7.1338,2.1677,2.3126,2273,1170,1105,18.5742,5.6441,6.0214
2517ca7a-6057-4c19-b7e1-f6d078e9881a,5381,2647,2735,31.5708,11.3357,12.2061,11562,5783,5783,83.3769,29.937,32.2357
0724f800-e873-45d0-bc56-809d0ec4f6e9,140,68,72,0.9894,0.3096,0.372,195,104,92,1.6938,0.53,0.6369
b120b701-c194-43d7-a491-3206fac38ec1,50,25,26,0.3524,0.1142,0.125,8667,4319,4351,75.0874,24.3252,26.6402
94bd4c68-4bfc-4db3-9365-97c867747133,131,59,72,1.2387,0.4313,0.4861,4252,2175,2077,49.4157,17.2053,19.3945
7e01f23a-0b0e-46a2-9f30-c3a9d2c779d2,32,21,11,0.1391,0.0529,0.0609,13060,6500,6562,69.791,26.5219,30.5739
6fb71a0c-bc50-48c8-acfa-db94be1e151a,170,103,67,0.7748,0.304,0.3687,3187,1610,1578,17.8525,7.0039,8.4946
95e58015-a7c0-4bdc-bf64-7617d24d0784,4,2,2,0.0212,0.0083,0.0102,796,397,399,5.1841,2.0281,2.4891
63c6a89b-b28c-434a-a632-5de6545db731,440,225,215,2.3146,0.8374,0.8535,2540,1275,1268,16.423,5.9417,6.0559
88d61634-913c-435a-8d25-e019c8dab7da,22032,11068,10967,99.8864,33.5493,39.6894,46529,23247,23298,259.2785,87.085,103.0232
2ee36d9d-128b-4761-aa1a-a637da106f3d,350,192,159,2.3014,0.8111,0.8784,5826,2976,2854,47.0851,16.595,17.9715
22178c3c-6b04-46d8-8041-dc83fa195029,335,168,167,2.0489,0.6372,0.7211,14025,7042,6989,105.4287,32.7894,37.1052
55153632-1673-487a-85c0-f156377db1fc,151,92,59,0.5915,0.2585,0.3168,6829,3412,3419,32.8773,14.3707,17.6099
c435627c-159d-4a6d-a819-30abac24bf4d,30,14,16,0.2201,0.0632,0.0699,1379,702,678,12.4324,3.5726,3.9487
0c1a2e7d-e7e4-481e-a012-ef214c444497,146,77,69,1.3366,0.5283,0.6623,2266,1166,1101,25.4977,10.0777,12.6345
5d603bba-62e6-48fb-b8fc-401109abcaee,71,35,36,0.6056,0.2579,0.3349,2280,1148,1133,23.9038,10.1808,13.2167
390eed6b-50af-48a9-9fd6-3a68a2bbb7f9,209,106,103,1.615,0.5655,0.6127,7051,3455,3599,66.9686,23.4486,25.4054
077079c3-6877-467b-b9cc-5c650aae4f07,861,442,420,7.981,3.218,3.821,416,203,213,4.7395,1.9111,2.2691
eeb9d147-608d-4692-8adf-2f601d23a8ff,4166,2095,2071,28.2535,8.38,8.4803,3804,1881,1925,31.7091,9.4049,9.5175
611600a6-43ec-4029-9682-cd6d6a3312ec,293,141,152,1.5049,0.5639,0.6722,3816,1926,1891,24.0907,9.0268,10.7596
91de8a74-a1e6-46b6-a06e-70aedf2c3eaf,198,112,86,1.231,0.5513,0.688,2936,1526,1411,22.4363,10.048,12.54
b867e933-e3e3-4491-9bb6-b18c48d6f173,5506,2776,2730,39.9083,11.8005,12.2433,3953,2022,1931,35.2163,10.4131,10.8039
e978a457-92ff-4eab-b759-ec6e74d973e8,30,21,9,0.2163,0.0673,0.0698,97,50,47,0.8594,0.2676,0.2773
de548bdd-14ca-486b-bd16-a6fbdd5b50d2,39,17,22,0.2478,0.0806,0.0913,19904,10035,9875,155.4373,50.5651,57.2537
72c40fba-f502-489b-ad87-843f52655894,5037,2526,2511,37.6462,13.797,16.4338,7078,3624,3456,65.0204,23.8295,28.3836
cbc5b936-ead5-4858-ab90-e639402789b0,331,165,167,1.4615,0.4471,0.4677,2700,1398,1304,14.6525,4.4823,4.6896
02d9aa2e-b16a-48ea-a420-5daed9fd51a6,372,204,168,2.2021,0.738,0.8228,5562,2747,2815,40.4687,13.5616,15.1215
374ea8df-ecc4-44b0-b519-33efa5078018,68,30,38,0.3169,0.134,0.1908,1505,740,766,8.6202,3.6447,5.1916
04ecaf38-0232-4dcd-9242-308a22cc1331,51,30,21,0.4343,0.146,0.1536,72,45,27,0.7537,0.2533,0.2665
05ba5839-e00a-4a9e-8ba3-ecb490781e62,328,179,149,1.5233,0.4962,0.5396,13946,7050,6902,79.6068,25.9316,28.2008
0b2ea4b7-98bb-4190-b682-2c75b447c90a,7,4,3,0.0298,0.0104,0.0124,20318,9976,10348,106.4009,37.2403,44.3415
0e475b3d-be3c-431a-ab12-5a867ea8f6cd,354,175,180,2.3248,0.7921,0.823,1871,944,927,15.1026,5.1455,5.3464
07fbdb3c-8337-4319-8255-f2363f8a031e,1488,768,720,6.7054,2.2754,2.528,21909,11098,10814,121.3477,41.1779,45.7503
184aac07-44c1-47f1-8adf-50acbcc1762c,2368,1167,1202,13.4009,5.2783,6.5009,2541,1317,1226,17.6745,6.9615,8.5741
13319c20-02f6-4b5f-b24f-3d8f4084094c,1860,926,934,14.4916,4.9434,5.3219,25201,12601,12604,241.3297,82.3221,88.6265
2cb82948-7cbe-4b6c-8414-c02f662de2d0,963,461,502,4.6684,1.4452,1.5316,21246,10657,10593,126.5929,39.1902,41.5323
2ebb738c-4829-4720-931a-96c0fd117e2a,2387,1199,1188,29.0268,10.7064,11.4982,1300,665,635,19.4304,7.1668,7.6968
3018efe7-13a1-47ae-a726-8fc967c73841,304,159,145,1.9977,0.7055,0.7568,946,478,469,7.6407,2.6985,2.8944
3445c524-5a37-40b6-8614-956d76eed939,186,85,101,1.3281,0.4417,0.4794,1872,937,939,16.4297,5.4635,5.9303
34f545ab-d420-4dd2-8db4-3159896efd23,71,30,41,0.6905,0.2413,0.2471,8254,4178,4077,98.668,34.4803,35.3017
35916942-e7aa-45db-ad27-03cba67d4d5b,8757,4394,4363,37.663,13.8954,16.4941,4537,2266,2272,23.9838,8.8486,10.5035
3bc8a74f-49bd-46b6-a3a4-68ca838e83c6,96,57,39,0.8718,0.2778,0.3095,470,226,244,5.246,1.6719,1.8623
36595b52-2b5f-4e87-80eb-37c29109e92a,21,12,9,0.168,0.0834,0.1083,391,212,182,3.8447,1.9085,2.478
4160e048-f0b0-40f5-805b-e277a5893a3b,5191,2648,2543,30.7101,13.1371,15.4226,2663,1367,1296,19.3639,8.2834,9.7245
446ce2a3-d328-443c-a419-3344baad0e16,20,10,10,0.1572,0.0646,0.0785,3666,1808,1859,35.4084,14.5503,17.6904
4c099644-047c-42a3-8187-bfcbfe6662e4,358,184,174,2.8954,1.0777,1.1906,7968,3977,3992,79.2084,29.4832,32.5708
4ca9c0e8-75a7-4665-9d88-6dd2bb44b1e1,135,66,70,0.7521,0.2839,0.2957,7326,3665,3662,50.1634,18.9371,19.7254
45957be6-e4df-4245-acf8-39dfc118ee19,508,276,232,1.2662,0.4846,0.6266,11647,5908,5743,35.6809,13.6547,17.6572
5201ee13-2aed-4641-9169-4d5ee07a23da,5704,2864,2840,30.2074,10.1708,11.7657,11015,5659,5361,71.6982,24.1407,27.9263
5503b3a1-7d03-41b2-9ec8-e478c5414d67,8101,4102,4001,43.9592,13.0625,14.8035,5981,2955,3029,39.891,11.8536,13.4335
502e8d02-2953-4514-a2e1-6179dd94da73,6281,3244,3037,38.87,17.0789,21.073,1951,991,960,14.84,6.5205,8.0453
561968ce-da9a-4d69-8bc2-bc87b9550f93,910,470,440,4.0172,1.7733,2.4886,5470,2716,2755,29.6796,13.1017,18.3858
565d06a1-3640-4274-8fb3-8cad7e578876,97,41,56,1.3613,0.4515,0.4718,1251,603,648,21.5792,7.1574,7.4782
5d7027f5-60a0-47ab-a79d-667c9acc0e54,4917,2422,2496,24.5939,8.4733,9.6522,19015,9583,9439,116.8997,40.2753,45.8788
5e18b17d-4626-4b6d-8ac6-e560cee0376c,108,58,50,0.5783,0.1837,0.1865,812,407,406,5.3445,1.6979,1.723
60014a6e-6a13-4f92-bbfd-eeeee9632f98,50,24,27,0.267,0.0925,0.1005,6367,3158,3212,41.782,14.47,15.7346
5d36676e-4140-44b5-aa0e-b2af092b7dc0,142,77,66,0.5844,0.1992,0.2354,17142,8641,8507,86.7053,29.5527,34.9224
602e2934-223a-44db-8c33-06eb05d72f94,196,105,91,1.4959,0.4675,0.4545,8080,4056,4034,75.7962,23.6889,23.0317
619b14f3-b8cc-4c0a-8304-6719853d592a,485,241,245,2.9961,1.3647,1.6714,4617,2302,2315,35.0564,15.9682,19.5558
65ddccd2-70a7-48b3-88e1-9d6fd1dcd11b,587,298,290,1.5365,0.673,0.9892,11249,5645,5607,36.1909,15.851,23.2991
6209e80d-a115-4f8e-bf0d-18461401a1c6,11,6,5,0.1138,0.0435,0.0553,2497,1212,1285,31.7485,12.1321,15.4407
662d77d1-1a43-427a-813b-e11edd30868e,241,110,131,1.737,0.5061,0.5521,4600,2283,2320,40.7498,11.8732,12.9533
6746533a-8d0b-4ebc-87ec-49c8738121a8,5349,2645,2704,46.078,13.3305,14.5403,3361,1656,1707,35.5861,10.2952,11.2295
6cf9f872-2e59-45cf-bb5e-ebd7fa1b3caf,430,210,220,5.507,2.3561,2.8163,669,363,306,10.5309,4.5056,5.3855
79fd602b-3e8e-4353-aa78-4f5f170b607d,1701,868,834,18.2077,5.3723,5.8993,3267,1653,1614,42.9823,12.6822,13.9263
7ca97692-0bf5-4bbd-81ce-10a051d04bd5,511,248,263,5.8033,2.0843,2.5316,771,405,368,10.762,3.8654,4.6947
818dc159-aba4-46bc-a4ed-68ee0f8c4461,148,84,64,1.1101,0.3347,0.4187,6266,3125,3143,57.7653,17.4153,21.7907
9fb1ba57-2007-4477-b000-2d36f163efd2,506,259,247,11.4416,4.0094,4.1804,224,115,109,6.2255,2.1816,2.2746
a5030259-cf9c-4a58-8710-b9da8ee59320,1306,687,619,15.2569,6.9641,9.2314,2468,1172,1297,35.4372,16.1754,21.4417
9af2248a-d86a-4277-93b4-8eba5a39bd3c,5877,2961,2916,67.519,19.7179,17.9994,2379,1197,1182,33.5935,9.8105,8.9555
9c744ff8-1cde-4176-b6d7-0ab62bf42620,6,4,2,0.0157,0.0059,0.007,1431,740,693,4.5966,1.7325,2.0424
ac2e88ff-8b1e-4691-9a96-5a581f98d827,3,3,0,0.0151,0.0054,0.0051,63,31,32,0.3893,0.1393,0.1313
ae914f23-87b9-4169-a7f7-a3483078c902,148,79,69,1.0498,0.3683,0.4218,7295,3588,3709,63.5976,22.3115,25.5512
b520aae5-65a6-4b27-bc2a-10b02c7b1aeb,66,29,37,0.3068,0.1063,0.1129,7904,3993,3911,45.1555,15.6421,16.6213
b9418c6d-94f7-4db4-a1e4-f384b09d54cb,4051,2008,2043,15.9324,5.3805,5.7023,10362,5306,5063,50.0901,16.9158,17.9275
cbe3309e-9b7b-4f62-87b5-0f5ed4218ada,227,115,112,1.5477,0.4641,0.4713,4541,2265,2277,38.0541,11.4122,11.5891
ce871097-a6e9-4139-897e-642ee24ee123,51,28,23,0.4108,0.1504,0.1675,1985,966,1020,19.6531,7.1943,8.012
cf1e86ec-4bcb-403c-831b-d67bddef14eb,1424,739,686,6.9403,3.0162,3.5824,14379,7108,7276,86.137,37.4338,44.4618
f65f2e78-c001-4ef3-ae88-3e4f83c7aceb,465,233,232,2.0507,0.6983,0.7813,970,489,482,5.258,1.7905,2.0032
ebe677e6-94b6-45be-a58d-eaae4cf63d12,129,73,56,0.6821,0.2112,0.2278,6655,3343,3315,43.2489,13.3943,14.4473
eec69ea9-ceb8-456a-aff4-41fb8a261e36,23,8,15,0.1086,0.0346,0.0355,14042,6996,7048,81.4571,25.9961,26.609
fbb45305-de8d-4baf-8bd0-047b29c2e9d9,130,65,65,1.1903,0.4419,0.5532,4776,2401,2375,53.7465,19.9528,24.9812
f2dcf4cc-609d-4532-a90d-6ae2bbb53365,782,415,367,3.2722,1.5065,1.8036,1345,685,662,6.9173,3.1848,3.8129
f3af727e-b592-4828-94f5-22008666cf8c,1947,979,969,5.5843,2.182,2.4975,6587,3331,3258,23.221,9.0734,10.3851
feda41d8-ca56-425d-b149-4d5485328107,411,193,218,3.1472,1.4413,1.6646,4911,2467,2445,46.2217,21.1679,24.4473
b4225c44-b9b6-46c5-aabf-7b0d9a9fe20b,4397,2198,2200,26.5702,8.8149,8.8143,769,377,393,5.7116,1.8949,1.8947
fe0e3851-d8cb-4533-9536-b4826cd25f87,3481,1688,1794,9.2857,3.0112,3.3126,13959,7051,6909,45.7671,14.8418,16.3271
1cc02c64-a34e-46ae-9bc7-5d50f2fefb31,89,39,50,0.9235,0.3158,0.3475,1062,519,543,13.5439,4.6316,5.0963
dce71741-ccbe-40b7-a0b8-2048d07187a4,93,43,50,0.5327,0.1947,0.2296,18664,9442,9225,131.3935,48.0367,56.6251
74dcdfb4-a637-4111-9a22-4b4bc7bbc8f7,75,30,45,0.4329,0.1635,0.2018,887,427,460,6.2934,2.3765,2.933
4261267c-7042-4c6e-83ed-12fb401003fc,1245,654,591,6.7426,2.4146,2.5668,6918,3487,3433,46.05,16.4912,17.5302
ea6405c4-0fe4-4f37-bef2-275072f91e39,1343,657,686,6.4251,2.408,3.1133,20815,10528,10290,122.3966,45.8727,59.3079
778ce436-a825-4689-81c1-b7c965404163,357,172,185,1.7951,0.5112,0.5286,12168,6080,6092,75.2017,21.4147,22.1446
9e18238f-ae85-4b75-ae87-d92da9731a40,33779,17043,16738,134.4976,40.3589,45.9023,71962,35878,36095,352.1771,105.6783,120.1934
9e18238f-ae85-4b75-ae87-d92da9731a40,33779,17043,16738,134.4976,40.3589,45.9023,19832,9952,9887,138.4178,51.1759,62.0822
9e18238f-ae85-4b75-ae87-d92da9731a40,843,393,450,4.787,1.7699,2.147,71962,35878,36095,352.1771,105.6783,120.1934
9e18238f-ae85-4b75-ae87-d92da9731a40,843,393,450,4.787,1.7699,2.147,19832,9952,9887,138.4178,51.1759,62.0822
3e8a51bf-7e1f-4eab-af83-3c60d04db1bf,1573,761,812,5.6697,1.9721,2.3922,4688,2350,2339,20.7688,7.2239,8.7628
3e8a51bf-7e1f-4eab-af83-3c60d04db1bf,1573,761,812,5.6697,1.9721,2.3922,121,56,65,1.9432,0.8454,1.4658
3e8a51bf-7e1f-4eab-af83-3c60d04db1bf,312,168,144,4.0765,1.7735,3.0752,4688,2350,2339,20.7688,7.2239,8.7628
3e8a51bf-7e1f-4eab-af83-3c60d04db1bf,312,168,144,4.0765,1.7735,3.0752,121,56,65,1.9432,0.8454,1.4658
7e4e7914-ec23-4c55-98d6-3c5eecffa8e4,1346,652,695,7.035,2.4194,2.774,22851,11672,11185,146.7954,50.4855,57.8832
b45c543a-40d9-423a-a7fa-98e4b325b487,272,133,139,1.5448,0.486,0.4988,3155,1594,1562,22.0241,6.9285,7.1111
70fe08bd-a0b4-4a88-b82e-813b176f8e40,123,69,54,1.0709,0.4472,0.5868,1398,707,692,14.9599,6.2473,8.1972
f6ebf3a7-31c6-4f4c-9a0b-74cf35bfedf6,89,39,50,0.4311,0.2255,0.2429,178,97,82,1.0596,0.5543,0.5972
f4d95c8e-fb84-46ca-acc0-827015cc9d0a,2144,1115,1029,16.7847,5.3744,5.7757,2631,1276,1356,25.3162,8.1062,8.7115
a9d3a7b0-faf8-4e56-8600-d9e6882a4f23,234,119,115,1.0675,0.3968,0.4618,344,172,172,1.9289,0.7169,0.8344
186d40cd-624c-4016-a497-b30c892d393c,361,174,187,3.7615,1.0655,1.0872,7025,3480,3549,89.9674,25.4848,26.004
6264e699-d40b-4ebc-b443-0a0edcb220dc,262,105,157,1.7186,0.6713,0.7435,795,394,403,6.4094,2.5037,2.7728
f0c353fd-947c-41e2-b643-3ecc0d69796c,285,143,142,1.8698,0.8394,1.1164,251,124,127,2.024,0.9087,1.2085
f9f44f86-10c7-4473-b156-5afbfa9a2ad0,4183,2094,2089,23.8569,10.0935,11.8818,9532,4786,4748,66.819,28.2701,33.2788
46395c3d-5e51-477f-946e-e58b87cc7baa,816,415,401,5.1317,1.5707,1.6805,6503,3267,3238,50.2659,15.385,16.4605
384170fc-e8be-426a-a54e-bf1ca61f2986,17,7,10,0.1149,0.0414,0.0539,5634,2832,2803,46.8071,16.8673,21.9626
a3e26259-732b-49fb-bc95-2f0ec7a0494e,84,40,44,0.3553,0.1103,0.1191,16720,8209,8514,86.9177,26.9736,29.1342
5d1a54fe-e0df-4c17-b623-b649a136dc82,178,106,72,0.8186,0.2782,0.3298,5077,2537,2542,28.6973,9.753,11.562
d73a0a33-e4e8-44bd-9580-2038ab06583a,3119,1594,1525,19.5349,7.023,7.6083,14025,6986,7043,107.9663,38.815,42.0499
0ba7b6cc-e5f5-47d7-859a-24e31aa336ab,792,423,369,4.1479,1.4919,1.7377,9674,4859,4820,62.2736,22.3982,26.088
5c127332-5ca0-45f1-a5ac-4876ad94e491,3200,1639,1561,24.1924,7.9165,8.7816,3993,2013,1980,37.1038,12.1415,13.4683
49d2c0cf-a3f3-4519-a755-0a5f769df2ea,248,127,121,1.7154,0.5336,0.5787,6886,3498,3389,58.5413,18.2097,19.7501
171f7917-69eb-4a3f-9cc0-0e1dffd412c1,1109,547,562,4.8231,1.4893,1.5515,6900,3458,3443,36.8835,11.3892,11.8649
3491d67a-4f83-4f67-8085-bbb9fe942be5,224,93,131,1.9626,0.6425,0.6761,1731,862,869,18.6415,6.1021,6.4213
bbad2efe-e9c7-4f8f-924b-ebbbe4c181d4,6337,3212,3125,24.4622,8.4469,8.9036,23752,11817,11950,112.6942,38.9137,41.018
23d32627-9fd2-4312-bcda-ee7409e3983f,1136,562,575,5.3779,2.4689,2.8531,5162,2610,2553,30.0361,13.7893,15.9346
a6eb0cd0-fe57-41b0-8593-776208684293,214,121,93,1.8249,0.7073,0.8961,2921,1477,1445,30.6159,11.8668,15.0334
9e7d3dea-5d81-4f10-819c-1c2a68ddd150,771,364,407,4.8078,1.6014,1.9517,9258,4710,4550,70.9579,23.6348,28.8043
0aa020cb-69d2-4235-a609-c279a133d8bb,8754,4440,4315,46.984,14.9178,16.0394,8014,3984,4035,52.8668,16.7857,18.0477
a3898640-0d85-441d-a000-b5b8ff857399,316,177,139,1.8107,0.6362,0.6726,14548,7230,7325,102.4587,36.001,38.0616
e1158102-06f2-47bb-9fe0-49b57f070755,266,132,134,1.9085,0.8384,0.9406,4349,2163,2188,38.3514,16.8484,18.9013
ba68f2cf-9271-41fd-9655-1fac7681f588,418,213,205,2.4261,0.691,0.6739,4359,2176,2187,31.0963,8.8567,8.6381
85bb4987-51e7-40fe-ad59-2aa56754eca9,367,177,190,1.8126,0.5877,0.6524,8404,4200,4206,51.0155,16.5405,18.3626
99a61986-7b23-46b5-99a4-efba6bad3766,160,87,73,1.2815,0.5243,0.5709,1959,962,997,19.2852,7.8903,8.5917
07a859fc-6f78-4905-9035-90e2403dbe8d,181,92,89,1.2594,0.4039,0.4299,6877,3386,3493,58.8154,18.8626,20.0767
8449955f-42d9-46f6-919a-5cc5d59e6284,41,24,17,0.3837,0.1534,0.1823,1613,779,835,18.5551,7.4188,8.8149
09c77947-a333-4392-b18d-a6c1f08764a1,59,29,30,0.3457,0.1077,0.1222,1580,763,818,11.3791,3.5437,4.0228
66face4a-f35c-4364-90e5-8f28e6372606,120,65,55,0.8924,0.3044,0.3522,1796,916,884,16.4171,5.5991,6.4792
c8acee1b-6854-409b-86ab-bf69dbe22ab6,33,16,17,0.1406,0.0662,0.0878,693,367,326,3.6292,1.7082,2.2675
cbcf6922-a3c0-43a1-826e-642918b0a635,28,14,14,0.2057,0.0784,0.0963,2573,1327,1246,23.2322,8.8556,10.877
dac96910-0cb2-44ea-b108-2d6d51b07112,322,154,169,1.7221,0.6335,0.7365,3983,1993,1990,26.1821,9.6314,11.1977
e732f81c-9b7d-44bd-a905-ff53fbed5009,2764,1349,1417,18.4029,7.9998,9.7284,2401,1239,1166,19.6485,8.5413,10.3869
c0c3caab-9277-4a31-a96c-c607e38d5ccc,265,131,134,1.4899,0.495,0.5131,4684,2359,2328,32.3684,10.754,11.1462
08c64000-d320-4e4d-974b-da503d48890c,49,18,31,0.2485,0.0924,0.1091,6718,3309,3409,41.8746,15.5707,18.3768
206ce0ed-36a4-47ab-ac8e-f6fca6ac5c18,47,25,22,0.3917,0.1716,0.2,723,387,336,7.4053,3.2443,3.7817
bc3e0b74-ea09-46a5-9f61-16bd15ffd883,112,63,49,0.6922,0.2085,0.2025,243,124,120,1.8459,0.5559,0.54
6fee41dc-b8a9-4347-8085-b7e05f813ad0,37,20,17,0.3129,0.1081,0.1182,5714,2855,2859,59.3943,20.5229,22.4436
f3618472-32dc-4c90-a407-90050f68be85,1651,860,791,9.8119,3.3817,3.8361,3893,1954,1940,28.4369,9.8008,11.1179
4a2ca7b8-729d-4fab-a6f3-a5d1e5d1f4f3,66,31,35,0.4789,0.1793,0.2293,2952,1480,1472,26.3256,9.8561,12.6084
58427bce-6b81-4083-aeda-25f59e292bbc,1917,952,965,11.6837,3.5782,3.9702,16200,8126,8085,121.357,37.1663,41.2378
499a9b57-ee1a-4012-bbab-c6ad955b5e0a,2244,1137,1107,16.4302,6.0057,6.8787,5421,2807,2616,48.7853,17.8324,20.4245
e07a61e2-bcd2-4a96-80df-97e04aafbd32,2709,1387,1323,7.8988,3.2777,4.5593,3688,1840,1853,13.217,5.4846,7.6291
5ed14506-f69a-4da8-9965-72d3270b9f72,1986,997,989,9.5098,2.9349,3.1947,7381,3645,3739,43.441,13.4067,14.5932
fe402983-70da-44db-b7b1-c32702ddde26,68,37,31,0.2829,0.1292,0.1709,5476,2792,2686,27.9969,12.7906,16.9114
bc4bc342-20bf-40c3-af26-2c6f942da93d,45,20,25,0.2614,0.1072,0.1173,2668,1342,1326,19.0508,7.8115,8.5505
563853a2-9ac2-48be-adf3-1e547ee2b274,73,33,40,0.7243,0.2912,0.3203,1750,883,868,21.3423,8.579,9.4385
914d8613-3c25-4a10-be50-28b42f4d3a5d,10,8,2,0.0683,0.0227,0.0239,2303,1158,1146,19.3195,6.4307,6.7667
7472b3ba-9b15-4d97-8708-a2dd82ca0f45,1449,781,668,12.9683,4.1175,4.5587,7635,3852,3784,83.9876,26.6663,29.5237
1d192835-524e-429d-bf74-3c4727acb446,1649,795,854,9.4598,3.1178,3.4412,8932,4449,4489,62.9799,20.7568,22.9101
05019013-7ea5-4905-ac79-901146ba2ee2,262,127,135,1.9865,0.7764,0.8607,2767,1368,1399,25.7864,10.0784,11.1723
4c18d9cf-4af4-4a86-8b1c-f78795fbbd7e,158,83,75,0.864,0.2811,0.3228,18564,9265,9302,124.7662,40.589,46.615
7c466a5f-a6b4-4d1a-a0f5-ddcd7ef90ff1,40,21,19,0.2915,0.103,0.1148,192,92,100,1.7196,0.6079,0.6774
7d82ce56-32eb-4107-aa5c-c568764805c9,1402,716,686,7.4537,2.1891,2.4541,3987,2022,1965,26.0531,7.6515,8.5779
34f285ab-6c31-4865-a0a7-a57af3567df0,900,443,457,10.8372,4.529,5.7037,11624,5877,5751,172.0357,71.8968,90.5442
2ab32e11-80d6-4ed0-a42e-da612219bbdd,496,240,256,2.3215,0.8379,0.9488,14978,7445,7534,86.1652,31.1011,35.214
cddce77f-21e6-4124-9f03-96fb5ca7cefa,2075,1030,1045,13.1233,5.0678,5.5963,10979,5527,5455,85.3448,32.9575,36.3943
7dcc809b-e33a-4453-b92a-c00786f48cb0,238,109,130,2.4893,0.8675,0.8998,5650,2855,2797,72.6329,25.3126,26.255
c7cf6755-8856-435b-a443-174b22a25b07,913,468,445,5.6506,1.7401,1.8158,5594,2690,2904,42.5537,13.1042,13.6741
ff844242-7559-4b07-b09e-69ea40e5ac6b,483,229,254,2.3153,0.7628,0.783,3401,1719,1683,20.0385,6.6015,6.7768
5ced5b58-fab4-4bcd-b706-d6e49ce0cfc5,133,59,74,1.2201,0.5289,0.7721,561,293,268,6.3255,2.7419,4.0027
18e0e996-8f23-4f53-94a5-dde38b550863,51,30,21,0.3203,0.1223,0.154,1753,896,858,13.5304,5.1657,6.5057
ee0a4a13-613e-4c5d-96c3-8083a013702d,439,223,216,1.8069,0.6263,0.7208,5994,3013,2982,30.324,10.5098,12.0967
ceb19678-b453-4529-b6cb-d02f9cb101b4,477,239,239,1.6586,0.7234,0.9443,2428,1242,1187,10.3765,4.5261,5.9076
1d0225b5-f515-4197-bba7-3dc17e502b88,0,0,0,0,0,0,8275,4176,4099,116.0575,39.7642,41.9776
c183d3fb-2eee-44f8-890e-b9bf907141e6,1000,499,501,7.7437,2.6597,2.9339,12591,6355,6238,119.8385,41.1601,45.4043
26558703-a659-43f2-86cb-0695989bc14e,3914,1961,1953,20.4335,7.8788,8.892,10381,5337,5046,66.6118,25.6844,28.9873
52386f66-2877-4c75-894e-5c1dc03e6ef4,1384,679,705,11.5377,3.5525,4.0775,6097,3110,2988,62.4727,19.2353,22.0783
b1c90c69-6149-4105-8182-ab9212f196be,307,154,153,1.9036,0.7559,0.8283,1795,920,878,13.6799,5.4321,5.9525
808eb134-9c7d-43bb-b86c-2f3259193954,460,251,209,2.6,1.0003,1.0853,2419,1231,1188,16.8054,6.4656,7.0147
